1000000636	2100000004	1100041241
1100022071	2100000003	1000000551
1100002122	2000000008	1100072364
1100004406	2000000008	1100004405
1100040962	2000000007	1100006032
1100014398	2100000003	1000000002
1100028088	2000000005	1100004519
1100011984	2000000009	1100011985
1100019700	2100000003	1000000696
1100022471	2100000096	1100022264
1100011194	2100000003	1000000490
1100044719	2100000003	1000000734
1100031905	2100000127	1100030168
1100025434	2000000005	1100000002
1100076491	2000000007	1100033016
1100016927	2000000007	1100016928
1100049291	2100000095	1100045631
1100012301	2100000003	1000000518
1100013369	2000000010	1100062232
1100071216	2000000007	1100013369
1000000691	2100000004	1100019301
1100013369	2000000010	1100035481
1100029573	2100000003	1000000487
1100022465	2100001464	1100028586
1000000483	2100000004	1100025542
1100045636	2100000003	1000000734
1100026322	2000000005	1100004519
1100013369	2000000010	1100058794
1100023223	2100000003	1000000002
1100013369	2000000010	1100067259
1100007782	2000000007	0000000000
1100003371	2000000008	1100004887
1100067601	2000000009	1100013369
1000000588	2100000004	1100021007
1100000002	2000000006	1100071025
1100009382	2000000005	1100000002
1100055337	2000000009	1100013369
1100074328	2000000007	1100013369
1100001766	2100000003	1000000002
1100070032	2100000003	1000000147
1100040088	2100000003	1000000374
1100013369	2000000008	1100064450
1100009595	2000000010	1100009593
1100029679	2100000052	1100046545
0000000000	2000000010	1100002049
1100063915	2100000003	1000000726
1100001148	2000000006	1100002877
1100016732	2100000003	1000000002
1100051402	2000000006	1100064417
1100013369	2000000008	1100055858
1100011927	2000000005	1100004519
1100065372	2000000005	1100000002
1100000002	2000000006	1100065006
1100024862	2000000009	1100013510
1000000003	2100000004	1100018980
1000000490	2100000004	1100011048
1100052874	2000000005	1100000002
1100000314	2000000008	1100000313
0000000000	2000000008	1100007014
1000000115	2100000004	1100015309
1100032652	2000000008	1100032651
1100044378	2100000456	1100044376
1000000487	2100000004	1100037580
1100053385	2000000007	1100000674
1100049199	2100001838	1100007083
1100000002	2000000006	1100053976
1100017738	2000000005	1100000002
1100053037	2000000009	1100013369
1100013369	2000000010	1100063128
1100000002	2000000006	1100057605
1100024684	2100000003	1000000483
1000000551	2100000004	1100065602
1100072493	2100000003	1000000517
1100062459	2000000009	1100013369
1100004226	2000000007	1100004227
1100000002	2000000006	1100030126
1100072694	2000000007	1100013369
1100041662	2000000009	1100041663
1100000002	2000000006	1100061448
1000000483	2100000004	1100023692
1100006014	2100000003	1000000453
1100005773	2100000003	1000000003
1100076269	2000000007	1100000745
1100066900	2000000005	1100000002
1000000002	2100000004	1100007026
1100000002	2000000006	1100064804
1100035471	2000000009	1100013369
1100039462	2000000007	1100039463
1000000673	2100000004	1100051392
1000000453	2100000004	1100005876
1100058927	2000000009	1100013369
1100004519	2000000006	1100020052
1100039447	2100000003	1000000002
1100076671	2000000007	1100000011
1000000147	2100000004	1100038664
1000000002	2100000004	1100021736
1100022960	2100000473	1100015301
1100000603	2000000008	1100041704
1100058697	2000000009	1100013369
1100001241	2000000007	0000000000
1100027198	2000000009	0000000000
1000000636	2100000004	1100073777
1100037943	2100000190	1100049260
1100047244	2100000003	1000000734
1100061341	2000000005	1100000002
1100052639	2000000007	1100013369
1100019620	2000000009	1100002592
1000000490	2100000004	1100011755
1100000002	2000000006	1100023062
1100065847	2100000003	1000000551
