2000000010	0
2100000003	1
2000000007	2
2000000005	3
2000000009	4
2000000008	5
2100001708	6
2100000114	7
2100000004	8
2100000096	9
2100000155	10
2100000473	11
2100000146	12
2100000670	13
2100000427	14
2100000617	15
2100001812	16
2100000474	17
2100000431	18
2100000190	19
2100000098	20
2100000468	21
2100000109	22
2100000119	23
2100000042	24
2100000041	25
2100000134	26
2100000841	27
2100000056	28
2100002604	29
2100003072	30
2100001506	31
2100000128	32
2100000426	33
2100000924	34
2100000982	35
2100001182	36
2100000432	37
2100000075	38
2100000097	39
2100000523	40
2100000439	41
2100000120	42
2100000989	43
2100000189	44
2100000112	45
2100001443	46
2100000521	47
2100000266	48
2100002067	49
2100002448	50
2100000151	51
2100000423	52
2100000055	53
2100000069	54
2100000062	55
2100000061	56
2100001716	57
2100001603	58
2100002252	59
2100000117	60
2100000105	61
2100000099	62
2100000456	63
2100000257	64
2100000281	65
2100000300	66
2100000852	67
2100000110	68
2100000052	69
2100000219	70
2100000455	71
2100000033	72
2100000118	73
2100000065	74
2100000077	75
2100000066	76
2100000838	77
2100000428	78
2100000470	79
2100000211	80
2100000787	81
2100000563	82
2100002893	83
2100000070	84
2100003194	85
2100002808	86
2100000148	87
2100000558	88
2100000076	89
2100000627	90
2100000628	91
2100000685	92
2100000050	93
2100001362	94
2100000126	95
2100000260	96
2100002558	97
2100000409	98
2100000410	99
2100000748	100
2100001098	101
2100000064	102
2100000479	103
2100000111	104
2100000963	105
2100000509	106
2100000854	107
2100000572	108
2100000161	109
2100000100	110
2100000391	111
2100001342	112
2100000071	113
2100000625	114
2100000440	115
2100000113	116
2100002130	117
2100000657	118
2100001642	119
2100001783	120
2100002072	121
2100000095	122
2100000424	123
2100000282	124
2100000728	125
2100000091	126
2100000115	127
2100002343	128
2100001309	129
2100001310	130
2100000212	131
2100001003	132
2100000855	133
2100000447	134
2100000781	135
2100000668	136
2100001802	137
2100001932	138
2100000586	139
2100000106	140
2100002462	141
2100000448	142
2100002616	143
2100000078	144
2100002178	145
2100002956	146
2100001062	147
2100001325	148
2100000144	149
2100000035	150
2100000046	151
2100000127	152
2100000213	153
2100003157	154
2100001234	155
2100003177	156
2100000152	157
2100000964	158
2100001509	159
2100000614	160
2100000153	161
2100000531	162
2100001839	163
2100000230	164
2100000214	165
2100000842	166
2100000072	167
2100000158	168
2100000159	169
2100000124	170
2100001390	171
2100002118	172
2100000180	173
2100000294	174
2100000172	175
2100000208	176
2100000224	177
2100000228	178
2100000156	179
2100000290	180
2100000188	181
2100000034	182
2100000368	183
2100000372	184
2100000054	185
2100000602	186
2100000856	187
2100002260	188
2100001292	189
2100000122	190
2100000822	191
2100000116	192
2100000057	193
2100000080	194
2100000084	195
2100000396	196
2100000398	197
2100000412	198
2100000414	199
2100000416	200
2100000430	201
2100000434	202
2100000458	203
2100000464	204
2100000202	205
2100000544	206
2100000554	207
2100000556	208
2100000564	209
2100000552	210
2100000612	211
2100000662	212
2100000698	213
2100000425	214
2100000738	215
2100000484	216
2100000417	217
2100000796	218
2100000664	219
2100000200	220
2100000802	221
2100000826	222
2100000830	223
2100000510	224
2100000846	225
2100000840	226
2100000406	227
2100000864	228
2100000876	229
2100000626	230
2100000886	231
2100000892	232
2100000036	233
2100000918	234
2100000932	235
2100000316	236
2100000174	237
2100000438	238
2100000262	239
2100000944	240
2100000710	241
2100000970	242
2100000980	243
2100000992	244
2100001000	245
2100000418	246
2100000210	247
2100000476	248
2100001038	249
2100001052	250
2100000436	251
2100001076	252
2100000234	253
2100001084	254
2100001086	255
2100000640	256
2100001104	257
2100001108	258
2100000170	259
2100001132	260
2100001136	261
2100000906	262
2100001142	263
2100001146	264
2100000442	265
2100001154	266
2100000888	267
2100000590	268
2100001166	269
2100001096	270
2100001188	271
2100000592	272
2100000848	273
2100001226	274
2100000690	275
2100001160	276
2100001252	277
2100001256	278
2100001258	279
2100001262	280
2100000044	281
2100000652	282
2100001288	283
2100001294	284
2100001326	285
2100000684	286
2100001354	287
2100001360	288
2100000482	289
2100001196	290
2100000766	291
2100000130	292
2100001412	293
2100001420	294
2100000244	295
2100001304	296
2100001476	297
2100001482	298
2100001486	299
2100001490	300
2100001498	301
2100000821	302
2100001502	303
2100001504	304
2100000588	305
2100000538	306
2100001524	307
2100001532	308
2100001030	309
2100000828	310
2100000142	311
2100000164	312
2100000504	313
2100001636	314
2100001214	315
2100000768	316
2100001660	317
2100001088	318
2100001680	319
2100001584	320
2100001688	321
2100001690	322
2100000092	323
2100000138	324
2100000858	325
2100001692	326
2100000666	327
2100000974	328
2100000132	329
2100001704	330
2100001456	331
2100000222	332
2100000746	333
2100001728	334
2100001734	335
2100001738	336
2100001740	337
2100001742	338
2100001744	339
2100001748	340
2100001750	341
2100000204	342
2100002088	343
2100002290	344
2100002306	345
2100002310	346
2100002326	347
2100000930	348
2100002332	349
2100000528	350
2100000990	351
2100001756	352
2100000467	353
2100000772	354
2100002378	355
2100002386	356
2100002394	357
2100000532	358
2100000706	359
2100002402	360
2100002012	361
2100000782	362
2100001034	363
2100000672	364
2100002426	365
2100002446	366
2100000264	367
2100002466	368
2100002468	369
2100002470	370
2100001106	371
2100000512	372
2100002358	373
2100001864	374
2100002484	375
2100001736	376
2100002486	377
2100000140	378
2100000562	379
2100002404	380
2100002500	381
2100002502	382
2100002350	383
2100002508	384
2100000686	385
2100000392	386
2100002542	387
2100001300	388
2100002556	389
2100000812	390
2100002564	391
2100002566	392
2100002580	393
2100002592	394
2100002594	395
2100000770	396
2100001338	397
2100002630	398
2100000481	399
2100001557	400
2100002411	401
2100000847	402
2100000623	403
2100000187	404
2100002857	405
2100002588	406
2100002852	407
2100000441	408
2100000209	409
2100002861	410
2100002863	411
2100000637	412
2100000176	413
2100001138	414
2100002779	415
2100000535	416
2100000201	417
2100000505	418
2100003158	419
2100002865	420
2100002482	421
2100001940	422
2100001494	423
2100000649	424
2100001063	425
2100000624	426
2100000499	427
2100002868	428
2100000485	429
2100000896	430
2100002869	431
2100002797	432
2100002867	433
2100000630	434
2100000313	435
2100000045	436
2100002774	437
2100000259	438
2100000276	439
2100000314	440
2100000275	441
2100001220	442
2100001832	443
2100001064	444
2100000797	445
2100000776	446
2100001493	447
2100000457	448
2100000745	449
2100001097	450
2100000747	451
2100000503	452
2100000587	453
2100000929	454
2100000827	455
2100001339	456
2100001340	457
2100000801	458
2100002883	459
2100000243	460
2100000619	461
2100001184	462
2100000494	463
2100000082	464
2100000730	465
2000000006	466
2100000678	467
2100000001	468
2100001528	469
2100001290	470
2100000996	471
2100001242	472
2100003088	473
2100000546	474
2100002276	475
2100002904	476
2100000882	477
2100002142	478
2100002522	479
2100001116	480
2100000722	481
2100002674	482
2100003018	483
2100002412	484
2100000256	485
2100001350	486
2100001566	487
2100002642	488
2100001474	489
2100001320	490
2100002440	491
2100001638	492
2100000908	493
2100000622	494
2100001478	495
2100000108	496
2100003068	497
2100002740	498
2100000326	499
2100001430	500
2100003100	501
2100001618	502
2100003112	503
2100002686	504
2100001570	505
2100001126	506
2100003122	507
2100003126	508
2100002780	509
2100003136	510
2100001238	511
2100003146	512
2100002612	513
2100000220	514
2100002618	515
2100001960	516
2100002634	517
2100000320	518
2100002664	519
2100002666	520
2100000712	521
2100000560	522
2100002668	523
2100000240	524
2100000500	525
2100000252	526
2100002692	527
2100002698	528
2100002704	529
2100002708	530
2100002716	531
2100002722	532
2100001569	533
2100000620	534
2100002734	535
2100002736	536
2100001616	537
2100001696	538
2100000682	539
2100000824	540
2100000799	541
2100001830	542
2100000169	543
2100000399	544
2100002796	545
2100002812	546
2100000293	547
2100002584	548
2100001558	549
2100000506	550
2100002884	551
2100002186	552
2100002886	553
2100001028	554
2100002344	555
2100000650	556
2100002920	557
2100001361	558
2100000557	559
2100002934	560
2100002946	561
2100002950	562
2100002086	563
2100002958	564
2100001058	565
2100000800	566
2100001462	567
2100002970	568
2100002976	569
2100000638	570
2100003004	571
2100003006	572
2100002282	573
2100003026	574
2100003032	575
2100001840	576
2100001662	577
2100001540	578
2100000594	579
2100003050	580
2100003052	581
2100003056	582
2100000166	583
2100000688	584
2100001372	585
2100003208	586
2100000002	587
2100002646	588
2100000870	589
2100000752	590
2100000788	591
2100000121	592
2100002228	593
2100000873	594
2100002906	595
2100000875	596
2100000877	597
2100000480	598
2100000133	599
2100000879	600
2100000880	601
2100000233	602
2100000881	603
2100000807	604
2100001298	605
2100000125	606
2100002330	607
2100000589	608
2100000883	609
2100000533	610
2100000226	611
2100000049	612
2100000889	613
2100000891	614
2100000895	615
2100000897	616
2100000853	617
2100000893	618
2100000675	619
2100000901	620
2100000871	621
2100000903	622
2100000907	623
2100000792	624
2100000405	625
2100000370	626
2100000905	627
2100000794	628
2100000909	629
2100001676	630
2100000107	631
2100000913	632
2100000911	633
2100000917	634
2100000915	635
2100000919	636
2100000083	637
2100000923	638
2100000925	639
2100000927	640
2100000074	641
2100000808	642
2100000051	643
2100000931	644
2100000933	645
2100000935	646
2100000937	647
2100000938	648
2100000941	649
2100001543	650
2100000435	651
2100001066	652
2100000739	653
2100000949	654
2100000947	655
2100002034	656
2100000793	657
2100000952	658
2100000951	659
2100000959	660
2100000957	661
2100002284	662
2100000955	663
2100000953	664
2100000961	665
2100000545	666
2100000508	667
2100001006	668
2100000863	669
2100002628	670
2100000965	671
2100000702	672
2100001402	673
2100001378	674
2100000820	675
2100000369	676
2100003011	677
2100000969	678
2100000971	679
2100000677	680
2100000751	681
2100002424	682
2100000851	683
2100000585	684
2100000665	685
2100000536	686
2100000975	687
2100000663	688
2100000669	689
2100000667	690
2100000985	691
2100000987	692
2100000145	693
